game_id,title,developer,genre,year_released,platform,region
785,Battlefield: Hardline,Electronic Arts,Shooter,2015,PS4,EU
786,Metal Gear Solid: Peace Walker,Konami Digital Entertainment,Action,2010,PSP,JP
787,World of Warcraft: Cataclysm,Activision,Role-Playing,2010,PC,NA
788,Tetris Worlds,THQ,Puzzle,2002,PS2,NA
789,Need For Speed: Undercover,Electronic Arts,Racing,2008,PS3,EU
790,Dance Dance Revolution: Hottest Party,Konami Digital Entertainment,Simulation,2007,Wii,NA
791,Mario Party 5,Nintendo,Misc,2003,GC,NA
792,Ghostbusters: The Video Game (DS Version),Take-Two Interactive,Action,2010,PS3,EU
793,Sim Theme Park,Electronic Arts,Strategy,1998,PC,NA
794,Warcraft: Orcs & Humans,Activision,Strategy,1994,PC,EU
795,Skate 3,Electronic Arts,Sports,2010,PS3,EU
796,Spec Ops: Airborne Commando,Take-Two Interactive,Shooter,2002,PS,NA
797,Kingdom Hearts: Birth by Sleep,Square Enix,Role-Playing,2010,PSP,JP
798,UFC 2009 Undisputed,THQ,Fighting,2009,X360,NA
799,Dark Souls,Namco Bandai Games,Role-Playing,2011,PS3,NA
800,Yu-Gi-Oh! The Eternal Duelist Soul,Konami Digital Entertainment,Strategy,2001,GBA,NA
801,Need for Speed: ProStreet,Electronic Arts,Racing,2007,X360,NA
802,The Sims 3,Electronic Arts,Simulation,2010,PS3,EU
803,Tom Clancy's Splinter Cell: Conviction,Ubisoft,Action,2010,X360,NA
804,Pokemon Mystery Dungeon: Red/Blue Rescue Team,Nintendo,Role-Playing,2005,GBA,JP
805,The Incredibles,THQ,Action,2004,GBA,NA
806,R4: Ridge Racer Type 4,Namco Bandai Games,Racing,1998,PS,JP
807,SoulCalibur II,Namco Bandai Games,Fighting,2003,PS2,NA
808,Mario & Luigi: Dream Team,Nintendo,Role-Playing,2013,3DS,NA
809,Need for Speed: ProStreet,Electronic Arts,Racing,2007,PS3,EU
810,Carnival Games,Take-Two Interactive,Misc,2008,DS,NA
811,NBA 2K14,Take-Two Interactive,Sports,2013,PS3,NA
812,PokÃ©mon Mystery Dungeon: Blue Rescue Team,Nintendo,Role-Playing,2005,DS,NA
813,Sonic Mega Collection,Infogrames,Misc,2002,GC,NA
814,Diablo III,Activision,Role-Playing,2013,PS3,EU
815,NBA Jam,Arena Entertainment,Sports,1992,GEN,NA
816,PGR4 - Project Gotham Racing 4,Microsoft Game Studios,Racing,2007,X360,EU
817,Kingdom Hearts 358/2 Days,Square Enix,Role-Playing,2009,DS,NA
818,Dance Central 2,Microsoft Game Studios,Misc,2011,X360,NA
819,Rayman Raving Rabbids: TV Party,Ubisoft,Misc,2008,Wii,EU
820,SOCOM: U.S. Navy SEALs: Combined Assault,Sony Computer Entertainment,Shooter,2006,PS2,NA
821,Donkey Kong Country,Nintendo,Platform,2003,GBA,NA
822,Need for Speed: The Run,Electronic Arts,Action,2011,PS3,EU
823,Madden NFL 15,Electronic Arts,Sports,2014,PS4,NA
824,1080Â°: TenEighty Snowboarding,Nintendo,Sports,1998,N64,NA
825,Just Dance 3,Ubisoft,Misc,2011,X360,NA
826,NBA Live 2004,Electronic Arts,Sports,2003,PS2,NA
827,Dead Space,Electronic Arts,Action,2008,PS3,NA
828,Call of Duty 2,Activision,Shooter,2005,X360,NA
829,Madden NFL 15,Electronic Arts,Sports,2014,X360,NA
830,Forza Horizon,Microsoft Game Studios,Racing,2012,X360,EU
831,TouchMaster,Midway Games,Puzzle,2007,DS,EU
832,Tom Clancy's The Division,Ubisoft,Shooter,2016,XOne,NA
833,LEGO Marvel Super Heroes,Warner Bros. Interactive Entertainment,Action,2013,PS3,EU
834,Fire Emblem: Awakening,Nintendo,Role-Playing,2012,3DS,NA
835,DriveClub,Sony Computer Entertainment,Racing,2014,PS4,EU
836,Super Street Fighter II,Nintendo,Fighting,1993,SNES,JP
837,Mortal Kombat vs. DC Universe,Midway Games,Fighting,2008,PS3,NA
838,Tenchu: Stealth Assassins,Activision,Action,1997,PS,NA
839,Tennis,Nintendo,Sports,1989,GB,JP
840,Harry Potter and the Chamber of Secrets,Electronic Arts,Action,2002,GBA,NA
841,Harry Potter and the Chamber of Secrets,Electronic Arts,Action,2002,PS,EU
842,SimCity,Nintendo,Simulation,1991,SNES,NA
843,Battlefield 4,Electronic Arts,Shooter,2013,XOne,NA
844,Resident Evil 6,Capcom,Shooter,2012,X360,NA
845,Dragon Age: Inquisition,Electronic Arts,Role-Playing,2014,PS4,EU
846,Sonic Classic Collection,Sega,Platform,2010,DS,NA
847,Spyro: Enter the Dragonfly,Universal Interactive,Platform,2002,PS2,EU
848,Call of Duty: World at War,Activision,Shooter,2008,Wii,NA
849,Devil May Cry 2,Capcom,Action,2003,PS2,NA
850,Burnout Paradise,Electronic Arts,Racing,2008,PS3,NA
851,E.T.: The Extra Terrestrial,Atari,Action,1981,2600,NA
852,BioShock Infinite,Take-Two Interactive,Shooter,2013,X360,NA
853,Hot Shots Golf: Open Tee,Sony Computer Entertainment,Sports,2004,PSP,JP
854,Rad Racer,Nintendo,Racing,1986,NES,NA
855,Soccer,Nintendo,Sports,1985,NES,JP
856,Kirby Squeak Squad,Nintendo,Platform,2006,DS,JP
857,Tom Clancy's Rainbow Six: Vegas,Ubisoft,Shooter,2006,X360,NA
858,Destiny,Activision,Shooter,2014,X360,NA
859,Crash Nitro Kart,Vivendi Games,Racing,2003,PS2,EU
860,Grand Theft Auto: San Andreas,Take-Two Interactive,Action,2005,XB,NA
861,Star Wars: Dark Forces,LucasArts,Shooter,1994,PC,NA
862,NBA Street Vol. 2,Electronic Arts,Sports,2003,PS2,NA
863,Def Jam Vendetta,Electronic Arts,Fighting,2003,PS2,NA
864,FIFA Soccer 09,Electronic Arts,Sports,2008,X360,EU
865,Who wants to be a millionaire,Disney Interactive Studios,Misc,1999,PC,NA
866,Scooby Doo and the Cyber Chase,THQ,Adventure,2001,PS,EU
867,Alleyway,Nintendo,Puzzle,1989,GB,NA
868,Dragon Ball Z: Budokai 3,Atari,Fighting,2004,PS2,NA
869,Jet Moto 2,Sony Computer Entertainment,Racing,1997,PS,NA
870,Tom Clancy's Ghost Recon,Ubisoft,Shooter,2002,PS2,NA
871,X-Men Legends,Activision,Role-Playing,2004,PS2,NA
872,Batman: Arkham Origins,Warner Bros. Interactive Entertainment,Action,2013,X360,NA
873,Guitar Hero: World Tour,Activision,Misc,2008,PS3,NA
874,Mortal Kombat II,Acclaim Entertainment,Fighting,1993,SNES,NA
875,Virtua Fighter 2,Sega,Fighting,1995,SAT,JP
876,Tetris DX,Nintendo,Puzzle,1998,GB,NA
877,Mortal Kombat vs. DC Universe,Midway Games,Fighting,2008,X360,NA
878,Watch Dogs,Ubisoft,Action,2014,PS3,EU
879,Mario Super Sluggers,Nintendo,Sports,2008,Wii,NA
880,Tomb Raider (2013),Square Enix,Action,2013,X360,EU
881,The Legend of Zelda: Oracle of Ages,Nintendo,Action,2001,GB,NA
882,Need for Speed: Shift,Electronic Arts,Racing,2009,X360,EU
883,Monopoly,Electronic Arts,Misc,2008,Wii,NA
884,Red Faction,THQ,Shooter,2001,PS2,EU
885,The Sims: Makin' Magic,Electronic Arts,Simulation,2003,PC,NA
886,MX Unleashed,THQ,Racing,2004,PS2,NA
887,PaRappa The Rapper,Sony Computer Entertainment,Misc,1996,PS,JP
888,Toy Story Mania!,Disney Interactive Studios,Misc,2009,Wii,NA
889,Mario Party 3,Nintendo,Misc,2000,N64,JP
890,Star Wars: The Force Unleashed,LucasArts,Action,2008,Wii,NA
891,Game Party 2,Midway Games,Misc,2008,Wii,NA
892,Destiny: The Taken King,Activision,Shooter,2015,PS4,EU
893,LEGO Star Wars III: The Clone Wars,LucasArts,Action,2011,Wii,NA
894,Star Wars Rogue Leader: Rogue Squadron II,LucasArts,Simulation,2001,GC,NA
895,Max Payne 3,Take-Two Interactive,Shooter,2012,PS3,EU
896,Need for Speed Rivals,Electronic Arts,Racing,2013,PS4,EU
897,Madden NFL 09,Electronic Arts,Sports,2008,PS3,NA
898,Yokai Watch,Nintendo,Role-Playing,2013,3DS,JP
899,Ratchet & Clank Future: A Crack in Time,Sony Computer Entertainment,Platform,2009,PS3,NA
900,Yu-Gi-Oh! Forbidden Memories,Konami Digital Entertainment,Role-Playing,1999,PS,NA
901,Mortal Kombat: Deception,Midway Games,Fighting,2004,PS2,NA
902,Hot Shots Golf 2,Sony Computer Entertainment,Sports,1999,PS,JP
903,WCW Nitro,THQ,Fighting,1998,PS,NA
904,High School Musical: Sing It!,Disney Interactive Studios,Misc,2007,PS2,OTHER
905,Star Fox Adventures,Nintendo,Adventure,2002,GC,NA
906,FIFA 2000,Electronic Arts,Sports,1998,PS,EU
907,Dynasty Warriors 3,THQ,Action,2001,PS2,JP
908,Donkey Kong Country Returns,Nintendo,Platform,2013,3DS,NA
909,The Legend of Zelda: Oracle of Seasons,Nintendo,Adventure,2001,GB,NA
910,Madden NFL 06,Electronic Arts,Sports,2005,XB,NA
911,Shrek 2,Activision,Platform,2004,PS2,NA
912,The Legend of Dragoon,Sony Computer Entertainment,Role-Playing,1999,PS,NA
913,Turok 2: Seeds of Evil,Acclaim Entertainment,Platform,1997,N64,NA
914,SingStar,Sony Computer Entertainment,Misc,2004,PS2,EU
915,LittleBigPlanet 3,Sony Computer Entertainment,Platform,2014,PS4,EU
916,NBA Live 2002,Electronic Arts,Sports,2001,PS2,NA
917,Phineas and Ferb,Disney Interactive Studios,Action,2009,DS,NA
918,Chrono Cross,SquareSoft,Role-Playing,1999,PS,JP
919,GoldenEye 007 (2010),Activision,Action,2010,Wii,NA
920,Mario Party: Island Tour,Nintendo,Misc,2013,3DS,NA
921,Jak 3,Sony Computer Entertainment,Platform,2004,PS2,NA
922,Rayman Raving Rabbids 2,Ubisoft,Misc,2007,Wii,NA
923,Kingdom Hearts: Chain of Memories,Square Enix,Role-Playing,2004,GBA,NA
924,Pinball,Nintendo,Action,1984,NES,JP
925,inFAMOUS 2,Sony Computer Entertainment,Action,2011,PS3,NA
926,Gran Turismo Concept 2001 Tokyo,Unknown,Racing,2001,PS2,EU
927,Demon's Souls,Namco Bandai Games,Role-Playing,2009,PS3,NA
928,NCAA Football 06,Electronic Arts,Sports,2005,PS2,NA
929,"Hey You, Pikachu!",Nintendo,Simulation,1998,N64,JP
930,2 Games in 1: Sonic Advance & ChuChu Rocket!,THQ,Misc,2005,GBA,NA
931,World of Warcraft: Mists of Pandaria,Activision,Role-Playing,2012,PC,NA
932,Jet Moto,Sony Computer Entertainment,Racing,1996,PS,NA
933,Just Cause 3,Square Enix,Action,2015,PS4,EU
934,Secret of Mana,SquareSoft,Role-Playing,1993,SNES,JP
935,The Orange Box,Electronic Arts,Shooter,2007,X360,NA
936,Air Combat,Sony Computer Entertainment,Simulation,1995,PS,NA
937,Kirby: Triple Deluxe,Nintendo,Platform,2014,3DS,JP
938,Sonic & Knuckles,Sega,Platform,1994,GEN,NA
939,Namco Museum,Namco Bandai Games,Misc,2001,PS2,NA
940,The Sims: Hot Date,Electronic Arts,Simulation,2001,PC,NA
941,Metroid Prime 3: Corruption,Nintendo,Shooter,2007,Wii,NA
942,Dragon Quest VI: Realms of Revelation,Nintendo,Role-Playing,2010,DS,JP
943,The Evil Within,Bethesda Softworks,Action,2014,PS4,EU
944,DDRMAX2: Dance Dance Revolution,Konami Digital Entertainment,Simulation,2003,PS2,NA
945,Crazy Taxi,Sega,Racing,2000,DC,NA
946,Virtua Fighter 4,Sega,Fighting,2002,PS2,NA
947,Sly 2: Band of Thieves,Sony Computer Entertainment,Platform,2004,PS2,NA
948,Guitar Hero: World Tour,Activision,Misc,2008,PS2,NA
949,Sonic Advance 2,Sega,Platform,2002,GBA,NA
950,Madden NFL 07,Electronic Arts,Sports,2006,X360,NA
951,NBA 2K11,Take-Two Interactive,Action,2010,PS3,NA
952,NFL GameDay 2000,989 Studios,Sports,1999,PS,NA
953,Call of Duty: Black Ops 3,Activision,Shooter,2015,PS3,EU
954,Disney's The Lion King,Virgin Interactive,Platform,1994,SNES,NA
955,Beyond: Two Souls,Sony Computer Entertainment,Adventure,2013,PS3,EU
956,Kinect Star Wars,Microsoft Game Studios,Action,2012,X360,NA
957,Midnight Club II,Take-Two Interactive,Racing,2003,PS2,NA
958,Dragon Quest Monsters: Joker,Square Enix,Role-Playing,2006,DS,JP
959,SpongeBob SquarePants: SuperSponge,THQ,Action,2001,PS,NA
960,The Getaway: Black Monday,Sony Computer Entertainment,Action,2004,PS2,EU
961,Professor Layton and the Mask of Miracle,Nintendo,Puzzle,2011,3DS,EU
962,Just Cause 2,Square Enix,Action,2010,PS3,EU
963,Dragon's Dogma,Capcom,Role-Playing,2012,PS3,JP
964,The Legend of Zelda: The Wind Waker,Nintendo,Action,2013,WiiU,NA
965,50 Cent: Bulletproof,Vivendi Games,Action,2005,PS2,NA
966,High School Musical: Sing It!,Disney Interactive Studios,Misc,2007,Wii,NA
967,Wii Party U,Nintendo,Misc,2013,WiiU,JP
968,Madden NFL 25,Electronic Arts,Sports,2013,PS3,NA
969,Final Fantasy II,Square,Role-Playing,1991,SNES,JP
970,Kirby 64: The Crystal Shards,Nintendo,Platform,2000,N64,JP
971,Dead or Alive 3,Microsoft Game Studios,Fighting,2001,XB,NA
972,UFC 2009 Undisputed,THQ,Fighting,2009,PS3,NA
973,Metroid II: Return of Samus,Nintendo,Adventure,1991,GB,NA
974,WWF Attitude,Acclaim Entertainment,Fighting,1998,PS,NA
975,The SpongeBob SquarePants Movie,THQ,Platform,2004,PS2,NA
976,Golden Sun,Nintendo,Role-Playing,2001,GBA,NA
977,Sonic the Hedgehog 3,Sega,Platform,1994,GEN,NA
978,Kid Icarus,Nintendo,Platform,1986,NES,JP
979,Def Jam: Fight for NY,Electronic Arts,Fighting,2004,PS2,NA
980,Tom Clancy's Ghost Recon,Ubisoft,Shooter,2002,XB,NA
981,State of Emergency,Take-Two Interactive,Action,2002,PS2,NA
982,BioShock Infinite,Take-Two Interactive,Shooter,2013,PS3,NA
983,Hitman: Absolution,Square Enix,Action,2012,X360,EU
984,Call of Duty: Black Ops 3,Activision,Shooter,2015,X360,NA
985,The Urbz: Sims in the City,Electronic Arts,Simulation,2004,PS2,EU
986,FIFA Soccer 08,Electronic Arts,Sports,2007,PS3,EU
987,Star Wars: Starfighter,Activision,Simulation,2001,PS2,EU
988,Madden NFL 2000,Electronic Arts,Sports,1998,PS,NA
989,Kingdom Hearts,Square Enix,Role-Playing,2013,PS3,NA
990,Star Wars: Battlefront,Activision,Shooter,2004,XB,NA
991,Pro Evolution Soccer,Konami Digital Entertainment,Sports,2001,PS2,EU
992,Crackdown,Microsoft Game Studios,Shooter,2007,X360,NA
993,Yoshi,Nintendo,Puzzle,1991,NES,JP
994,Disney's Aladdin,Capcom,Platform,1993,SNES,NA
995,Kirby's Adventure,Nintendo,Platform,1993,NES,JP
996,Cooking Mama 3: Shop & Chop,505 Games,Simulation,2009,DS,NA
997,Dance Dance Revolution X,Konami Digital Entertainment,Simulation,2008,PS2,NA
998,2 Games in 1: Disney Princess & The Lion King,THQ,Misc,2004,GBA,NA
999,Star Wars Episode I: The Phantom Menace,LucasArts,Adventure,1999,PS,EU
1000,Xenosaga Episode I: Der Wille zur Macht,Namco Bandai Games,Role-Playing,2002,PS2,NA
